 2017-04-18 10:19:02,710 [P8064/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.12 application starting on WENTOX
 2017-04-18 10:19:02,968 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-04-18 10:19:03,028 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 59ms)
 2017-04-18 10:19:03,214 [P8064/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-04-18 10:19:03,218 [P8064/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-04-18 10:19:03,231 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-04-18 10:19:03,900 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 669ms)
 2017-04-18 10:19:04,605 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-04-18 10:19:04,614 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 9ms)
 2017-04-18 10:19:04,615 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-04-18 10:19:04,626 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 10ms)
 2017-04-18 10:19:04,674 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-04-18 10:19:04,677 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
 2017-04-18 10:19:04,678 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-04-18 10:19:04,719 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 41ms)
 2017-04-18 10:19:05,302 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-04-18 10:19:05,303 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
 2017-04-18 10:19:05,304 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-04-18 10:19:05,304 [P8064/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2017-04-18 10:19:11,356 [P8064/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-04-18 10:19:13,621 [P8064/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-04-18 10:19:14,211 [P8064/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-04-18 10:19:15,408 [P8064/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-04-18 10:19:15,529 [P8064/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 13614ms)
 2017-04-18 10:19:29,360 [P8064/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:1883/umbraco (UmbracoModule request)
 2017-04-18 10:19:32,180 [P8064/D2/T7] INFO  umbraco.content - Load Xml from file...
 2017-04-18 10:19:32,305 [P8064/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2017-04-18 10:19:35,679 [P8064/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-04-18 10:19:35,683 [P8064/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 3ms)
 2017-04-18 10:20:24,174 [P8064/D2/T15] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-04-18 10:20:32,991 [P8064/D2/T14] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2017-04-17 10:20:32
 2017-04-18 10:20:33,366 [P8064/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2017-04-18 10:20:33,368 [P8064/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 1ms)
 2017-04-18 10:20:53,808 [P8064/D2/T9] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username dovydastt@gmail.com from IP address ::1
 2017-04-18 10:20:53,812 [P8064/D2/T9] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: dovydastt@gmail.com logged in from IP address ::1
 2017-04-18 10:20:54,183 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-18 10:20:54,185 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2017-04-18 10:20:54,462 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-04-18 10:20:54,466 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 4ms)
 2017-04-18 10:20:55,159 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-18 10:20:55,159 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-04-18 10:20:55,169 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-04-18 10:20:55,172 [P8064/D2/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 3ms)
 2017-04-18 10:20:55,244 [P8064/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-04-18 10:20:55,246 [P8064/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 1ms)
 2017-04-18 10:26:12,403 [P8064/D2/T8] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'HomePage' with Id '1052' has been published.
 2017-04-18 10:26:12,767 [P8064/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2017-04-18 10:26:12,838 [P8064/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 69ms)
 2017-04-18 10:26:17,387 [P8064/D2/T12] INFO  umbraco.content - Save Xml to file...
 2017-04-18 10:26:17,416 [P8064/D2/T12] INFO  umbraco.content - Saved Xml to file.
 2017-04-18 10:40:26,206 [P8064/D2/T82] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: dovydastt@gmail.com, IP Address: ::1
 2017-04-18 11:33:04,116 [P8064/D2/T109] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username dovydastt@gmail.com from IP address ::1
 2017-04-18 11:33:04,116 [P8064/D2/T109] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: dovydastt@gmail.com logged in from IP address ::1
 2017-04-18 12:40:10,560 [P7876/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.12 application starting on WENTOX
 2017-04-18 12:40:10,853 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-04-18 12:40:10,955 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 101ms)
 2017-04-18 12:40:11,254 [P7876/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-04-18 12:40:11,257 [P7876/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-04-18 12:40:11,271 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-04-18 12:40:13,685 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 2414ms)
 2017-04-18 12:40:14,716 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-04-18 12:40:14,719 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 2ms)
 2017-04-18 12:40:14,719 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-04-18 12:40:14,726 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 6ms)
 2017-04-18 12:40:14,775 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-04-18 12:40:14,778 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
 2017-04-18 12:40:14,780 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-04-18 12:40:14,825 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 45ms)
 2017-04-18 12:40:15,459 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-04-18 12:40:15,461 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
 2017-04-18 12:40:15,462 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-04-18 12:40:15,463 [P7876/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 1ms)
 2017-04-18 12:40:25,099 [P7876/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-04-18 12:40:28,983 [P7876/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-04-18 12:40:29,709 [P7876/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-04-18 12:40:31,413 [P7876/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-04-18 12:40:31,564 [P7876/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 21481ms)
 2017-04-18 12:40:47,565 [P7876/D2/T8] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:1883/umbraco (UmbracoModule request)
 2017-04-18 12:40:47,608 [P7876/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:1883/umbraco (UmbracoModule request)
 2017-04-18 12:40:47,609 [P7876/D2/T6] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:1883/umbraco (UmbracoModule request)
 2017-04-18 12:40:56,048 [P7876/D2/T7] INFO  umbraco.content - Load Xml from file...
 2017-04-18 12:40:56,174 [P7876/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2017-04-18 12:41:02,925 [P7876/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-04-18 12:41:02,929 [P7876/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 3ms)
 2017-04-18 12:41:57,183 [P7876/D2/T16] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2017-04-17 12:41:56
 2017-04-18 12:41:57,706 [P7876/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2017-04-18 12:41:57,708 [P7876/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 2ms)
 2017-04-18 12:42:45,874 [P7876/D2/T16] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username dovydastt@gmail.com from IP address ::1
 2017-04-18 12:42:45,878 [P7876/D2/T16] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: dovydastt@gmail.com logged in from IP address ::1
 2017-04-18 12:42:46,379 [P7876/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-18 12:42:46,380 [P7876/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2017-04-18 12:42:46,604 [P7876/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-04-18 12:42:46,628 [P7876/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 24ms)
 2017-04-18 12:42:46,875 [P7876/D2/T19] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-04-18 12:42:46,878 [P7876/D2/T19] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 3ms)
 2017-04-18 12:42:46,934 [P7876/D2/T19] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-04-18 12:42:46,936 [P7876/D2/T19] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 2ms)
 2017-04-18 12:42:46,949 [P7876/D2/T19] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-04-18 12:42:46,950 [P7876/D2/T19] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2017-04-18 13:02:19,952 [P7876/D2/T76] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: dovydastt@gmail.com, IP Address: ::1
 2017-04-18 14:37:23,295 [P33700/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.12 application starting on WENTOX
 2017-04-18 14:37:23,348 [P33700/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-04-18 14:37:23,391 [P33700/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 43ms)
 2017-04-18 14:37:23,473 [P33700/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-04-18 14:37:23,476 [P33700/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-04-18 14:37:23,489 [P33700/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
